T_ID,Departuretraine,Departure_Time,Traine_Duration_Minutes,train_Status,Distance_Miles,Travel_Purpose,Seat_Class,train_Satisfaction_Score,Delay_Minutes,No_Show,Weather_Impact
F1002,Anand Vihar–Kamakhya Express  ,8/13/2023 10:21,175,On-time,1344,Emergency,Economy,7.6,3,0,0
F633,Katihar–Amritsar Express  ,07-08-2023 06:37,150,Delayed,1206,Family,Premium Economy,9,29,0,0
F357,Ranikhet Express  ,09-11-2024 13:16,23,On-time,1217,Leisure,Business,5.9,13,0,0
F1997,Purushottam Express  ,07-11-2024 05:53,179,On-time,666,Emergency,Business,8.1,8,0,0
F1547,Brahmaputra Mail  ,01-10-2024 21:35,114,On-time,1402,Family,Economy,8.5,3,0,0
F1551,Kalindi Express  ,2/25/2024 22:30,223,On-time,1158,Family,Economy,6.2,1,1,1
F1189,Farakka Express,3/16/2025 4:28,132,On-time,1126,Emergency,Economy,8.3,2,0,0
F1150,Sushasan Express  ,8/19/2023 0:53,211,Cancelled,743,Family,Premium Economy,8.9,5,0,0
F283,NDLS–LKO AC SF Express  ,11/25/2023 8:44,76,On-time,1204,Business,Economy,6.2,4,0,0
F1255,Anand Vihar–Kamakhya Express  ,6/18/2024 17:36,120,On-time,1164,Family,Economy,7.7,6,0,1
F439,Katihar–Amritsar Express  ,7/20/2023 21:01,88,On-time,1409,Leisure,Economy,7.5,3,0,0
F459,Ranikhet Express  ,04-12-2024 10:14,183,On-time,1726,Emergency,Economy,6.5,22,0,1
F1250,Purushottam Express  ,12/28/2024 23:01,159,On-time,1239,Business,Business,8.2,2,0,0
F780,Brahmaputra Mail  ,02-11-2025 16:29,84,On-time,965,Leisure,Economy,7,1,0,0
F862,Sushasan Express  ,8/28/2023 21:29,256,Delayed,1252,Business,Economy,7.4,11,0,1
F1425,NDLS–LKO AC SF Express  ,8/28/2024 8:52,206,On-time,1628,Business,Economy,6.7,12,0,0
F578,Anand Vihar–Kamakhya Express  ,5/17/2024 9:33,150,On-time,1097,Business,Economy,10,6,0,1
F932,Katihar–Amritsar Express  ,02-03-2024 01:30,225,On-time,1148,Business,Premium Economy,4.2,12,0,1
F1622,Ranikhet Express  ,05-09-2024 04:24,247,On-time,1398,Leisure,Economy,4.1,23,0,0
F823,Purushottam Express  ,03-03-2024 16:47,228,On-time,924,Emergency,Business,5.5,11,0,0
F1868,Brahmaputra Mail  ,06-12-2024 01:19,199,On-time,1044,Business,Economy,5.6,7,0,0
F1717,Kalindi Express  ,12-08-2024 06:49,177,On-time,560,Family,Economy,7.1,1,0,1
F970,Farakka Express,11/24/2023 20:52,183,Cancelled,1219,Leisure,Premium Economy,8,0,0,0
F147,Sushasan Express  ,12-04-2024 23:15,8,On-time,1522,Leisure,Economy,7.6,3,0,0
F952,NDLS–LKO AC SF Express  ,11/29/2023 8:10,107,On-time,1140,Family,First,3.5,7,0,0
F167,Anand Vihar–Kamakhya Express  ,02-10-2025 01:09,138,On-time,603,Business,Economy,10,38,0,0
F1461,Katihar–Amritsar Express  ,9/28/2023 2:52,186,Delayed,1076,Emergency,Premium Economy,7.3,7,0,0
F851,Ranikhet Express  ,1/22/2025 23:35,195,On-time,1351,Emergency,Economy,5.7,4,0,0
F868,Purushottam Express  ,11/16/2024 21:42,143,On-time,1109,Business,Premium Economy,8.1,6,0,0
F640,Brahmaputra Mail  ,5/13/2024 4:03,248,On-time,1462,Emergency,Premium Economy,5.8,1,0,1
F466,Sushasan Express  ,5/20/2024 19:19,166,On-time,1023,Business,Economy,6.8,7,0,0
F1163,NDLS–LKO AC SF Express  ,06-10-2024 21:30,216,Delayed,499,Family,Premium Economy,6.9,24,0,0
F383,Anand Vihar–Kamakhya Express  ,02-08-2025 02:49,38,On-time,1336,Leisure,Economy,7.9,1,0,0
F1116,Katihar–Amritsar Express  ,6/28/2024 17:40,139,On-time,1564,Emergency,Premium Economy,7.2,7,0,0
F1985,Ranikhet Express  ,8/19/2024 16:47,134,On-time,940,Business,Economy,7.2,20,0,0
F72,Purushottam Express  ,09-12-2023 16:53,245,On-time,1159,Emergency,Economy,6.6,13,0,0
F1683,Brahmaputra Mail  ,09-07-2023 22:31,119,On-time,479,Business,Premium Economy,6.8,1,0,0
F1115,Kalindi Express  ,8/28/2024 15:30,147,On-time,1156,Business,Economy,5.1,0,0,0
F1599,Farakka Express,6/15/2024 13:06,164,Delayed,1200,Leisure,Economy,7.6,15,1,0
F1217,Sushasan Express  ,10-10-2024 04:53,182,Delayed,1011,Leisure,Business,7.1,19,0,0
F1668,NDLS–LKO AC SF Express  ,04-03-2025 04:44,154,On-time,1039,Family,Economy,5.6,1,0,0
F1265,Anand Vihar–Kamakhya Express  ,9/25/2023 22:19,60,On-time,1077,Business,Economy,5.9,4,0,0
F1392,Katihar–Amritsar Express  ,5/21/2023 9:23,149,On-time,1650,Emergency,Business,4.9,5,0,0
F175,Ranikhet Express  ,4/17/2025 9:44,79,Cancelled,884,Leisure,Business,6.3,5,0,0
F1927,Purushottam Express  ,09-12-2023 06:34,193,On-time,1217,Leisure,Economy,6.1,2,0,0
F804,Brahmaputra Mail  ,08-04-2024 13:05,246,On-time,776,Leisure,Economy,7.2,23,0,0
F1007,Sushasan Express  ,12-07-2024 21:44,231,Delayed,1766,Emergency,Economy,9.8,0,1,0
F1719,NDLS–LKO AC SF Express  ,03-02-2024 03:20,334,On-time,1383,Leisure,Economy,5.7,13,0,0
F807,Anand Vihar–Kamakhya Express  ,6/13/2024 15:32,194,Delayed,796,Leisure,Premium Economy,7.7,17,0,0
F356,Katihar–Amritsar Express  ,12/24/2024 20:38,294,On-time,2075,Emergency,Premium Economy,7.8,27,0,0
F1696,Ranikhet Express  ,1/23/2025 6:54,155,On-time,1372,Business,Economy,10,7,0,1
F897,Purushottam Express  ,06-06-2023 21:28,221,On-time,861,Family,Business,8.7,5,0,0
F10,Brahmaputra Mail  ,8/26/2023 16:28,221,On-time,1724,Business,Economy,8.9,3,0,0
F1463,Kalindi Express  ,6/26/2024 16:19,157,On-time,1398,Business,Premium Economy,7.8,6,0,0
F363,Farakka Express,2/27/2025 7:46,174,On-time,1086,Business,Economy,6.2,7,0,1
F746,Sushasan Express  ,08-07-2024 04:46,264,On-time,1638,Business,Business,7.8,0,0,0
F1037,NDLS–LKO AC SF Express  ,11/28/2024 6:24,132,On-time,1076,Leisure,Business,6.4,12,1,0
F1814,Anand Vihar–Kamakhya Express  ,12-12-2024 10:03,220,On-time,1376,Family,Economy,8.7,11,0,0
F861,Katihar–Amritsar Express  ,04-07-2025 16:37,208,Delayed,1081,Emergency,Premium Economy,6.4,3,0,0
F1494,Ranikhet Express  ,8/21/2024 13:21,72,On-time,797,Family,Business,6.1,16,0,0
F393,Purushottam Express  ,1/22/2024 9:16,212,On-time,1340,Leisure,Economy,7.1,3,1,0
F319,Brahmaputra Mail  ,03-07-2024 15:51,151,On-time,924,Family,Economy,7.9,11,0,0
F1484,Sushasan Express  ,1/22/2025 1:07,170,On-time,1102,Emergency,First,8.1,1,1,0
F1003,NDLS–LKO AC SF Express  ,10-10-2023 11:07,126,On-time,626,Emergency,Economy,4.5,2,0,0
F198,Anand Vihar–Kamakhya Express  ,8/26/2024 20:05,238,On-time,892,Leisure,Economy,6.3,1,0,0
F1391,Katihar–Amritsar Express  ,11-08-2024 01:20,309,On-time,943,Leisure,Economy,7.2,3,0,0
F363,Ranikhet Express  ,3/15/2025 20:20,288,On-time,1353,Emergency,Economy,5.7,6,0,0
F517,Purushottam Express  ,10/24/2024 22:58,269,Delayed,433,Business,Economy,7.1,2,0,0
F1441,Brahmaputra Mail  ,12-08-2023 03:09,188,On-time,1549,Leisure,Economy,6.8,2,0,0
F88,Kalindi Express  ,2/28/2025 19:50,185,On-time,1462,Emergency,Economy,7,14,0,0
F260,Farakka Express,10/17/2024 21:46,216,On-time,999,Business,Premium Economy,8.6,5,0,0
F1836,Sushasan Express  ,10-10-2023 05:40,226,Delayed,1371,Business,Economy,4.7,6,0,0
F129,NDLS–LKO AC SF Express  ,01-11-2024 20:07,139,Delayed,1477,Business,First,7.7,13,0,0
F1933,Anand Vihar–Kamakhya Express  ,8/25/2023 22:55,225,On-time,1257,Emergency,Economy,5.1,11,0,0
F710,Katihar–Amritsar Express  ,7/18/2023 18:12,140,On-time,1506,Leisure,Economy,6.8,0,0,0
F306,Ranikhet Express  ,11/16/2023 12:03,124,On-time,1514,Family,Economy,7.2,2,0,0
F205,Purushottam Express  ,6/18/2023 4:15,167,Cancelled,1120,Business,Economy,8.5,3,0,0
F295,Brahmaputra Mail  ,10/31/2024 16:18,204,On-time,1238,Leisure,Economy,8.3,0,0,1
F188,Sushasan Express  ,1/18/2025 1:42,321,On-time,1407,Business,Business,6.7,4,0,0
F1499,NDLS–LKO AC SF Express  ,2/28/2025 23:50,141,On-time,1623,Emergency,Economy,7.1,12,0,0
F95,Anand Vihar–Kamakhya Express  ,06-01-2024 08:15,186,On-time,1635,Emergency,Business,3.7,34,0,0
F1173,Katihar–Amritsar Express  ,5/30/2024 18:28,65,On-time,740,Business,Economy,10,6,0,0
F29,Ranikhet Express  ,02-03-2024 03:32,47,On-time,931,Business,Business,7.2,22,0,0
F1712,Purushottam Express  ,8/21/2024 7:52,168,On-time,1354,Business,Business,6.7,7,0,0
F779,Brahmaputra Mail  ,9/28/2024 14:17,184,On-time,1507,Business,Economy,5.4,10,0,0
F1301,Kalindi Express  ,7/13/2024 22:46,131,On-time,1192,Business,Business,8.1,32,0,0
F571,Farakka Express,2/15/2024 16:31,217,On-time,1748,Leisure,Economy,7.5,1,0,1
F676,Sushasan Express  ,10/28/2024 15:49,209,On-time,578,Business,Premium Economy,8.8,3,0,1
F83,NDLS–LKO AC SF Express  ,12/19/2024 19:35,189,On-time,1311,Family,Economy,4.5,17,0,1
F1027,Anand Vihar–Kamakhya Express  ,12/17/2024 8:35,131,On-time,1406,Business,Premium Economy,5.2,14,0,0
F898,Katihar–Amritsar Express  ,10/16/2023 0:44,138,On-time,1400,Leisure,Economy,10,9,0,0
F1182,Ranikhet Express  ,9/23/2024 4:41,237,On-time,1694,Emergency,Economy,8.1,7,0,0
F1538,Purushottam Express  ,7/28/2024 1:57,187,On-time,1159,Family,Economy,6.5,3,0,0
F248,Brahmaputra Mail  ,06-05-2023 03:53,87,On-time,876,Business,Business,5.8,18,0,0
F579,Sushasan Express  ,3/14/2025 17:37,235,On-time,1219,Business,Economy,7.5,15,0,0
F414,NDLS–LKO AC SF Express  ,11/25/2024 13:55,208,On-time,809,Emergency,Economy,7.7,1,0,0
F706,Anand Vihar–Kamakhya Express  ,4/20/2025 2:59,227,Delayed,1281,Leisure,Economy,6.4,12,0,0
F346,Katihar–Amritsar Express  ,10/29/2023 8:08,202,On-time,1278,Leisure,Economy,5.9,7,0,0
F1455,Ranikhet Express  ,12-05-2024 04:27,183,Delayed,1397,Emergency,Economy,6.5,0,0,0
F1303,Purushottam Express  ,10-08-2024 19:42,184,On-time,1666,Emergency,Economy,7.2,7,0,0
F238,Brahmaputra Mail  ,11-04-2024 00:23,224,On-time,1230,Leisure,Premium Economy,6.7,2,0,1
F1776,Kalindi Express  ,08-10-2024 11:16,201,On-time,1604,Business,Economy,6.8,5,0,0
F398,Farakka Express,08-12-2024 20:44,194,On-time,1043,Family,Economy,9.6,22,0,1
F1492,Sushasan Express  ,9/15/2023 12:13,173,Cancelled,1338,Family,Economy,7.1,11,0,0
F778,NDLS–LKO AC SF Express  ,4/24/2023 9:26,156,On-time,1114,Business,Premium Economy,5.5,1,0,0
F1244,Anand Vihar–Kamakhya Express  ,12/29/2023 5:13,159,On-time,1382,Leisure,Premium Economy,10,6,0,0
F1735,Katihar–Amritsar Express  ,10-11-2024 02:52,140,Cancelled,1085,Leisure,Economy,7.3,7,0,0
F894,Ranikhet Express  ,02-04-2024 17:45,176,On-time,1714,Emergency,Premium Economy,7.3,20,0,0
F113,Purushottam Express  ,03-07-2024 18:53,275,On-time,1220,Emergency,Economy,6,15,0,0
F408,Brahmaputra Mail  ,7/29/2023 6:12,207,On-time,989,Leisure,Economy,7.5,0,0,0
F722,Sushasan Express  ,9/25/2024 3:25,225,Cancelled,1623,Business,Premium Economy,8.7,16,0,0
F678,NDLS–LKO AC SF Express  ,04-03-2024 19:00,120,On-time,1005,Family,Economy,10,6,0,0
F1310,Anand Vihar–Kamakhya Express  ,11/19/2024 8:28,226,Delayed,1129,Emergency,First,7.5,5,1,0
F1728,Katihar–Amritsar Express  ,03-12-2024 07:22,230,On-time,1199,Emergency,First,5.9,1,0,0
F780,Ranikhet Express  ,11/19/2024 3:22,199,Delayed,913,Business,Economy,7.7,0,0,0
F566,Purushottam Express  ,4/24/2023 17:28,123,On-time,1292,Emergency,Economy,7.3,11,0,0
F242,Brahmaputra Mail  ,02-11-2024 10:38,178,On-time,980,Family,Economy,8.8,1,0,0
F1346,Kalindi Express  ,12-04-2023 07:39,181,On-time,1117,Business,First,10,8,0,0
F951,Farakka Express,7/14/2023 20:45,109,On-time,1068,Business,Economy,5,4,0,0
F1122,Sushasan Express  ,6/16/2023 10:54,151,On-time,1395,Family,Economy,8.3,2,0,1
F1163,NDLS–LKO AC SF Express  ,2/16/2025 10:12,173,On-time,1421,Business,Economy,6.7,6,0,1
F1666,Anand Vihar–Kamakhya Express  ,09-12-2023 16:09,208,On-time,1211,Business,Economy,7.9,3,0,0
F1968,Katihar–Amritsar Express  ,01-04-2024 18:01,76,On-time,1507,Emergency,Economy,6.8,3,0,0
F703,Ranikhet Express  ,7/14/2023 20:17,277,On-time,606,Leisure,Economy,7.8,47,0,0
F1255,Purushottam Express  ,5/23/2023 12:55,225,On-time,782,Emergency,Premium Economy,9.4,1,0,1
F709,Brahmaputra Mail  ,10-06-2024 18:23,225,Cancelled,1680,Emergency,Economy,4.8,4,0,0
F415,Sushasan Express  ,03-05-2024 21:55,153,On-time,1723,Business,Premium Economy,6.4,16,0,0
F476,NDLS–LKO AC SF Express  ,6/13/2024 13:44,130,On-time,1113,Emergency,Premium Economy,6.8,1,0,0
F1469,Anand Vihar–Kamakhya Express  ,9/16/2023 21:55,148,On-time,1341,Business,Business,4.1,38,0,0
F1757,Katihar–Amritsar Express  ,6/26/2024 11:42,8,On-time,808,Family,Premium Economy,8,1,0,1
F202,Ranikhet Express  ,5/24/2024 11:09,69,Delayed,1058,Emergency,Economy,6.8,8,0,1
F1555,Purushottam Express  ,7/25/2023 0:42,294,On-time,783,Business,Premium Economy,6.3,2,0,0
F629,Brahmaputra Mail  ,4/29/2024 13:06,219,On-time,922,Business,Economy,6.6,24,0,0
F1156,Kalindi Express  ,06-07-2023 16:34,256,On-time,1120,Family,Economy,7.1,8,0,0
F1504,Farakka Express,9/24/2024 14:55,186,On-time,1418,Leisure,Economy,8.5,0,0,0
F639,Sushasan Express  ,10/31/2023 17:39,106,On-time,1230,Business,Economy,6.7,12,0,0
F1898,NDLS–LKO AC SF Express  ,9/26/2024 1:38,172,On-time,1292,Leisure,Economy,6.1,9,0,0
F373,Anand Vihar–Kamakhya Express  ,1/21/2025 3:23,93,Cancelled,1039,Leisure,Economy,7.8,3,0,0
F1115,Katihar–Amritsar Express  ,11/18/2024 15:54,240,On-time,731,Leisure,Economy,5.5,2,0,1
F673,Ranikhet Express  ,9/26/2023 7:45,76,On-time,937,Business,Economy,7.6,4,0,0
F1824,Purushottam Express  ,11/30/2024 15:01,186,Cancelled,1541,Emergency,Economy,9.1,27,0,0
F1954,Brahmaputra Mail  ,2/21/2025 14:57,181,On-time,1259,Leisure,Premium Economy,8,1,0,1
F535,Sushasan Express  ,12/31/2024 12:15,112,On-time,1347,Leisure,Business,7.6,0,0,0
F1196,NDLS–LKO AC SF Express  ,1/22/2025 20:06,148,Cancelled,1268,Business,Economy,6.4,10,0,0
F279,Anand Vihar–Kamakhya Express  ,4/25/2023 22:34,200,On-time,1153,Family,Business,7.4,13,0,0
F1564,Katihar–Amritsar Express  ,12-06-2023 21:18,139,Delayed,1471,Leisure,Premium Economy,9.2,16,0,0
F1707,Ranikhet Express  ,5/17/2024 13:01,295,On-time,1503,Business,Economy,9.8,3,0,1
F1832,Purushottam Express  ,10-10-2024 21:17,201,On-time,1339,Emergency,Economy,6.1,3,0,0
F665,Brahmaputra Mail  ,1/25/2025 8:36,193,Delayed,714,Emergency,Economy,7,6,0,0
F1058,Kalindi Express  ,1/22/2024 3:17,224,On-time,1425,Emergency,Economy,7.6,7,1,0
F1345,Farakka Express,08-06-2023 08:14,196,On-time,1093,Emergency,Economy,8.6,21,0,0
F351,Sushasan Express  ,06-07-2024 21:54,169,On-time,1019,Business,Premium Economy,10,56,0,0
F885,NDLS–LKO AC SF Express  ,01-09-2025 15:26,243,On-time,1137,Leisure,Economy,9.4,0,0,0
F821,Anand Vihar–Kamakhya Express  ,6/18/2023 3:35,201,Cancelled,687,Leisure,Economy,5.4,3,0,0
F1654,Katihar–Amritsar Express  ,05-09-2024 18:32,165,On-time,1753,Emergency,Economy,8.1,17,0,0
F356,Ranikhet Express  ,02-09-2025 16:29,176,On-time,1362,Business,Economy,9.3,1,0,0
F1864,Purushottam Express  ,11/22/2023 21:16,103,On-time,1399,Family,Economy,6.3,5,0,1
F375,Brahmaputra Mail  ,5/28/2023 3:05,138,On-time,1069,Business,Business,8.4,2,0,0
F1496,Sushasan Express  ,4/13/2025 19:50,54,Cancelled,1170,Business,Premium Economy,7.5,7,0,0
F841,NDLS–LKO AC SF Express  ,12-06-2023 12:56,218,On-time,1185,Leisure,First,8.2,11,0,1
F82,Anand Vihar–Kamakhya Express  ,07-09-2024 18:30,194,On-time,889,Business,Economy,9.1,3,0,0
F711,Katihar–Amritsar Express  ,5/29/2024 21:16,163,On-time,1637,Emergency,Economy,5.4,11,0,1
F328,Ranikhet Express  ,7/31/2024 11:34,256,On-time,890,Leisure,Premium Economy,3.6,31,0,0
F1827,Purushottam Express  ,01-12-2025 12:08,163,On-time,1432,Leisure,Economy,5.3,18,0,0
F547,Brahmaputra Mail  ,6/26/2023 17:52,104,On-time,1253,Leisure,Economy,6.6,6,1,1
F851,Kalindi Express  ,08-05-2023 02:39,211,On-time,1190,Business,Economy,6.6,0,0,1
F1743,Farakka Express,06-08-2023 14:28,325,On-time,1280,Family,Economy,9.3,21,0,0
F1248,Sushasan Express  ,1/25/2024 18:36,146,On-time,1339,Leisure,Economy,9.9,7,0,0
F98,NDLS–LKO AC SF Express  ,10/31/2023 15:21,82,On-time,1198,Family,Economy,7.1,9,0,0
F1768,Anand Vihar–Kamakhya Express  ,3/19/2025 19:20,189,On-time,1129,Business,Business,3,7,0,1
F1558,Katihar–Amritsar Express  ,09-11-2023 18:32,86,Delayed,839,Emergency,Economy,8.7,1,0,0
F366,Ranikhet Express  ,01-08-2024 11:45,182,Cancelled,1537,Business,Premium Economy,6.8,15,0,0
F1606,Purushottam Express  ,01-09-2024 17:34,142,On-time,1521,Business,Business,6.9,7,0,0
F1988,Brahmaputra Mail  ,09-08-2023 22:49,174,Cancelled,1392,Business,Premium Economy,5.6,2,1,0
F620,Sushasan Express  ,08-04-2024 09:49,310,On-time,1586,Emergency,Economy,7.8,14,0,0
F559,NDLS–LKO AC SF Express  ,02-05-2025 15:13,108,On-time,1400,Emergency,Economy,7.9,15,0,1
F863,Anand Vihar–Kamakhya Express  ,01-09-2024 07:42,266,Delayed,1471,Business,Economy,6.9,3,0,0
F901,Katihar–Amritsar Express  ,03-07-2025 03:51,273,On-time,1189,Family,Economy,8.3,9,0,0
F1292,Ranikhet Express  ,10-06-2023 23:52,149,On-time,1094,Business,First,5.8,6,0,1
F1244,Purushottam Express  ,9/16/2024 9:54,230,On-time,1783,Leisure,Premium Economy,6.9,1,0,0
F1271,Brahmaputra Mail  ,09-03-2024 13:55,171,On-time,973,Emergency,Economy,7.3,7,0,0
F1152,Kalindi Express  ,4/14/2024 17:45,176,On-time,891,Emergency,First,4.1,15,0,0
F280,Farakka Express,6/16/2024 10:07,185,On-time,1380,Family,Business,6.9,12,0,0
F896,Sushasan Express  ,4/28/2023 6:15,213,On-time,1770,Business,Economy,6.3,16,0,0
F837,NDLS–LKO AC SF Express  ,8/31/2023 15:34,65,Delayed,1413,Emergency,Economy,8.7,27,0,0
F1011,Anand Vihar–Kamakhya Express  ,9/19/2023 5:28,117,On-time,1052,Family,Premium Economy,6.9,12,0,0
F1263,Katihar–Amritsar Express  ,4/19/2024 12:09,180,On-time,1063,Emergency,Economy,7.7,5,0,0
F1455,Ranikhet Express  ,8/24/2023 18:00,155,On-time,1248,Family,Economy,8.3,11,0,1
F915,Purushottam Express  ,09-01-2023 22:27,149,Delayed,838,Emergency,Economy,6.9,15,0,0
F123,Brahmaputra Mail  ,2/14/2025 4:50,181,On-time,1341,Leisure,Economy,5.1,17,0,0
F1813,Sushasan Express  ,6/23/2024 14:58,115,On-time,1240,Business,Business,8.6,2,0,0
F1477,NDLS–LKO AC SF Express  ,02-05-2025 09:48,271,Delayed,1115,Leisure,Business,7,16,0,0
F1830,Anand Vihar–Kamakhya Express  ,1/13/2025 10:48,163,On-time,1460,Family,Economy,3.1,11,0,0
F848,Katihar–Amritsar Express  ,11/24/2023 8:12,218,On-time,1036,Business,Business,7.4,12,0,0
F1189,Ranikhet Express  ,7/22/2023 7:50,149,On-time,775,Emergency,Economy,7.8,7,0,0
F1249,Purushottam Express  ,10/22/2024 16:50,349,On-time,1229,Leisure,Premium Economy,5.4,11,0,0
F330,Brahmaputra Mail  ,10/17/2024 8:22,142,On-time,1623,Business,Economy,8.2,7,0,0
F1993,Kalindi Express  ,10/19/2024 16:53,115,On-time,1475,Leisure,Economy,4.6,13,0,0
F848,Farakka Express,10-10-2023 07:56,148,On-time,863,Emergency,Economy,9.3,12,0,0
F1614,Sushasan Express  ,7/23/2024 18:56,135,On-time,1723,Leisure,Economy,4.4,3,0,0
F340,NDLS–LKO AC SF Express  ,4/29/2023 13:06,284,Cancelled,1214,Leisure,Business,6.5,20,0,0
F550,Anand Vihar–Kamakhya Express  ,06-05-2024 03:19,147,On-time,816,Family,Economy,8.2,36,0,0
F526,Katihar–Amritsar Express  ,10/29/2023 11:15,219,On-time,1682,Emergency,Business,9,0,0,0
F116,Ranikhet Express  ,2/15/2025 22:14,207,On-time,1078,Leisure,Economy,6.8,22,0,1
F408,Purushottam Express  ,02-06-2025 09:17,207,On-time,1319,Family,Economy,7.1,1,0,0
F1161,Brahmaputra Mail  ,2/19/2024 2:32,234,Delayed,1702,Business,Economy,9.2,1,0,0
F1798,Sushasan Express  ,7/22/2023 2:28,226,On-time,1626,Emergency,Economy,5.6,12,0,0
F1067,NDLS–LKO AC SF Express  ,07-04-2023 01:30,119,On-time,1339,Emergency,Economy,8,0,0,0
F1474,Anand Vihar–Kamakhya Express  ,10-07-2023 20:46,53,On-time,1135,Family,Business,4.1,7,0,1
F88,Katihar–Amritsar Express  ,4/14/2024 12:33,329,On-time,1248,Family,Economy,7.5,12,0,0
F1828,Ranikhet Express  ,04-04-2024 12:02,196,On-time,1146,Business,Premium Economy,7.5,10,1,0
F1216,Purushottam Express  ,05-02-2024 14:04,141,On-time,1289,Leisure,Premium Economy,6.1,4,0,0
F180,Brahmaputra Mail  ,01-09-2025 11:28,255,Delayed,1064,Business,Economy,8.5,11,0,0
F210,Kalindi Express  ,11/23/2024 7:30,138,On-time,1058,Business,Business,6.7,1,0,0
F1635,Farakka Express,11-02-2023 05:10,207,Delayed,1031,Family,Economy,5.7,5,0,0
F244,Sushasan Express  ,04-04-2025 20:21,150,On-time,737,Emergency,Economy,10,12,0,0
F1914,NDLS–LKO AC SF Express  ,03-04-2025 15:16,244,On-time,1214,Emergency,First,8.9,13,0,0
F1276,Anand Vihar–Kamakhya Express  ,7/16/2023 5:55,108,On-time,1611,Emergency,Economy,7,8,0,1
F1976,Katihar–Amritsar Express  ,9/16/2024 3:17,267,On-time,1216,Emergency,Economy,8,1,0,1
F1925,Ranikhet Express  ,04-02-2024 13:11,177,Delayed,1201,Emergency,Economy,4.6,13,0,1
F1346,Purushottam Express  ,01-04-2025 11:21,232,On-time,1107,Leisure,Business,6.9,18,0,0
F1366,Brahmaputra Mail  ,5/18/2024 18:00,143,On-time,923,Emergency,Economy,8.1,7,0,0
F722,Sushasan Express  ,2/16/2025 14:01,71,On-time,1329,Business,Economy,6.2,3,0,0
F1952,NDLS–LKO AC SF Express  ,2/21/2025 19:28,172,On-time,422,Business,First,6.8,8,0,0
F822,Anand Vihar–Kamakhya Express  ,09-02-2024 14:30,173,On-time,681,Emergency,Economy,6,3,0,0
F324,Katihar–Amritsar Express  ,8/19/2023 15:33,132,On-time,1053,Business,Economy,7.8,22,0,0
F1988,Ranikhet Express  ,02-09-2025 10:28,193,On-time,1549,Leisure,Premium Economy,7.7,14,0,0
F878,Purushottam Express  ,6/22/2023 11:52,136,Delayed,1257,Family,Economy,6.7,31,0,0
F1674,Brahmaputra Mail  ,06-09-2023 20:55,197,On-time,1375,Business,Economy,4.8,8,0,0
F1950,Kalindi Express  ,3/25/2024 21:38,125,On-time,1381,Family,Business,6.7,33,1,1
F1894,Farakka Express,12/19/2024 8:08,151,On-time,1081,Leisure,Economy,5.7,27,1,1
F351,Sushasan Express  ,8/19/2024 12:31,61,On-time,1343,Emergency,Economy,7.7,7,0,0
F1832,NDLS–LKO AC SF Express  ,11-11-2023 17:37,219,On-time,1125,Family,Economy,7.1,29,0,0
F1216,Anand Vihar–Kamakhya Express  ,3/28/2025 18:29,128,On-time,1280,Family,Business,7.4,1,0,0
F717,Katihar–Amritsar Express  ,09-01-2024 10:14,184,On-time,1411,Emergency,Business,6.1,4,0,0
F178,Ranikhet Express  ,11-10-2023 16:29,270,On-time,1449,Business,Business,8.6,18,0,1
F1092,Purushottam Express  ,6/13/2024 3:29,128,Cancelled,1250,Family,Economy,8.4,2,0,0
F1710,Brahmaputra Mail  ,12/28/2023 10:39,186,Cancelled,1053,Family,Business,9.6,7,0,1
F1314,Sushasan Express  ,12/22/2024 14:50,142,On-time,720,Business,Economy,8.7,1,0,0
F1068,NDLS–LKO AC SF Express  ,1/22/2024 19:54,70,On-time,679,Emergency,Economy,5.2,2,0,0
